Dataset,TradingWeekStart,WeekStartBalance,RiskAmountYen,Trades,WeekYenPnL,WeekReturnPct,WeekEndBalance
Base_v1_2,2015-11-16 06:00:00,1829556.0,36591.0,24,8839.0,0.48,1838394.0
Base_v1_2,2015-11-23 06:00:00,1838394.0,36768.0,35,49731.0,2.71,1888125.0
Base_v1_2,2015-11-30 06:00:00,1888125.0,37762.0,19,326477.0,17.29,2214602.0
Base_v1_2,2015-12-07 06:00:00,2214602.0,44292.0,37,-309858.0,-13.99,1904744.0
Base_v1_2,2015-12-14 06:00:00,1904744.0,38095.0,20,371116.0,19.48,2275860.0
Base_v1_2,2015-12-21 06:00:00,2275860.0,45517.0,22,112663.0,4.95,2388523.0
Base_v1_2,2016-01-04 06:00:00,2388523.0,47770.0,20,164642.0,6.89,2553165.0
Base_v1_2,2016-01-11 06:00:00,2553165.0,51063.0,42,618697.0,24.23,3171862.0
Base_v1_2,2016-01-18 06:00:00,3171862.0,63437.0,18,-11876.0,-0.37,3159986.0
Base_v1_2,2016-01-25 06:00:00,3159986.0,63200.0,23,186309.0,5.9,3346296.0
Base_v1_2,2016-02-01 06:00:00,3346296.0,66926.0,17,517733.0,15.47,3864028.0
Base_v1_2,2016-02-08 06:00:00,3864028.0,77281.0,38,-6387.0,-0.17,3857642.0
Base_v1_2,2016-02-15 06:00:00,3857642.0,77153.0,23,589205.0,15.27,4446847.0
Base_v1_2,2016-02-22 06:00:00,4446847.0,88937.0,31,376819.0,8.47,4823666.0
Base_v1_2,2016-02-29 06:00:00,4823666.0,96473.0,18,-489451.0,-10.15,4334215.0
Base_v1_2,2016-03-07 06:00:00,4334215.0,86684.0,40,954420.0,22.02,5288635.0
Base_v1_2,2016-03-14 06:00:00,5288635.0,105773.0,23,-851632.0,-16.1,4437003.0
Base_v1_2,2016-03-21 06:00:00,4437003.0,88740.0,32,366735.0,8.27,4803738.0
Base_v1_2,2016-03-28 06:00:00,4803738.0,96075.0,23,423900.0,8.82,5227638.0
Base_v1_2,2016-04-04 06:00:00,5227638.0,104553.0,27,618817.0,11.84,5846455.0
Base_v1_2,2016-04-11 06:00:00,5846455.0,116929.0,43,2052772.0,35.11,7899227.0
Base_v1_2,2016-04-18 06:00:00,7899227.0,157985.0,27,1858153.0,23.52,9757380.0
Base_v1_2,2016-04-25 06:00:00,9757380.0,195148.0,27,1408805.0,14.44,11166185.0
Base_v1_2,2016-05-02 06:00:00,11166185.0,223324.0,23,963768.0,8.63,12129953.0
Base_v1_2,2016-05-09 06:00:00,12129953.0,242599.0,47,-1090780.0,-8.99,11039173.0
Base_v1_2,2016-05-16 06:00:00,11039173.0,220783.0,25,1334471.0,12.09,12373644.0
Base_v1_2,2016-05-23 06:00:00,12373644.0,247473.0,36,-1128004.0,-9.12,11245640.0
Base_v1_2,2016-05-30 06:00:00,11245640.0,224913.0,18,736427.0,6.55,11982067.0
Base_v1_2,2016-06-06 06:00:00,11982067.0,239641.0,35,2694598.0,22.49,14676665.0
Base_v1_2,2016-06-13 06:00:00,14676665.0,293533.0,25,3170995.0,21.61,17847660.0
Base_v1_2,2016-06-20 06:00:00,17847660.0,356953.0,31,8849132.0,49.58,26696793.0
Base_v1_2,2016-06-27 06:00:00,26696793.0,533936.0,29,1083492.0,4.06,27780284.0
Base_v1_2,2016-07-04 06:00:00,27780284.0,555606.0,22,5449276.0,19.62,33229561.0
Base_v1_2,2016-07-11 06:00:00,33229561.0,664591.0,40,11352179.0,34.16,44581740.0
Base_v1_2,2016-07-18 06:00:00,44581740.0,891635.0,27,3563935.0,7.99,48145675.0
Base_v1_2,2016-07-25 06:00:00,48145675.0,962914.0,26,3575280.0,7.43,51720955.0
Base_v1_2,2016-08-01 06:00:00,51720955.0,1034419.0,19,-1203366.0,-2.33,50517589.0
Base_v1_2,2016-08-08 06:00:00,50517589.0,1010352.0,26,11528619.0,22.82,62046207.0
Base_v1_2,2016-08-15 06:00:00,62046207.0,1240924.0,19,3793852.0,6.11,65840059.0
Base_v1_2,2016-08-22 06:00:00,65840059.0,1316801.0,24,-552842.0,-0.84,65287217.0
Base_v1_2,2016-08-29 06:00:00,65287217.0,1305744.0,15,-523096.0,-0.8,64764121.0
Base_v1_2,2016-09-05 06:00:00,64764121.0,1295282.0,29,-1583772.0,-2.45,63180350.0
Base_v1_2,2016-09-12 06:00:00,63180350.0,1263607.0,35,-12718662.0,-20.13,50461688.0
Base_v1_2,2016-09-19 06:00:00,50461688.0,1009234.0,25,4211471.0,8.35,54673158.0
Base_v1_2,2016-09-26 06:00:00,54673158.0,1093463.0,33,-4638746.0,-8.48,50034412.0
Base_v1_2,2016-10-03 06:00:00,50034412.0,1000688.0,17,-383487.0,-0.77,49650925.0
Base_v1_2,2016-10-10 06:00:00,49650925.0,993018.0,19,3742494.0,7.54,53393419.0
Base_v1_2,2016-10-17 06:00:00,53393419.0,1067868.0,19,-1009430.0,-1.89,52383989.0
Base_v1_2,2016-10-24 06:00:00,52383989.0,1047680.0,25,6067098.0,11.58,58451087.0
Base_v1_2,2016-10-31 06:00:00,58451087.0,1169022.0,11,252555.0,0.43,58703642.0
Base_v1_2,2016-11-07 06:00:00,58703642.0,1174073.0,42,-454346.0,-0.77,58249296.0
Base_v1_2,2016-11-14 06:00:00,58249296.0,1164986.0,31,5321737.0,9.14,63571033.0
Base_v1_2,2016-11-21 06:00:00,63571033.0,1271421.0,32,13601400.0,21.4,77172433.0
Base_v1_2,2016-11-28 06:00:00,77172433.0,1543449.0,20,1445935.0,1.87,78618368.0
Base_v1_2,2016-12-05 06:00:00,78618368.0,1572367.0,28,19224775.0,24.45,97843143.0
Base_v1_2,2016-12-12 06:00:00,97843143.0,1956863.0,26,4333344.0,4.43,102176486.0
Base_v1_2,2016-12-19 06:00:00,102176486.0,2043530.0,27,-8924985.0,-8.73,93251502.0
Base_v1_2,2017-01-02 06:00:00,93251502.0,1865030.0,10,4984663.0,5.35,98236164.0
Base_v1_2,2017-01-09 06:00:00,98236164.0,1964723.0,46,4322158.0,4.4,102558322.0
Base_v1_2,2017-01-16 06:00:00,102558322.0,2051166.0,19,1754380.0,1.71,104312703.0
Base_v1_2,2017-01-23 06:00:00,104312703.0,2086254.0,29,-9333676.0,-8.95,94979027.0
Base_v1_2,2017-01-30 06:00:00,94979027.0,1899581.0,10,-7177155.0,-7.56,87801872.0
Base_v1_2,2017-02-06 06:00:00,87801872.0,1756037.0,31,2988809.0,3.4,90790681.0
Base_v1_2,2017-02-13 06:00:00,90790681.0,1815814.0,30,12397900.0,13.66,103188581.0
Base_v1_2,2017-02-20 06:00:00,103188581.0,2063772.0,29,15966167.0,15.47,119154749.0
Base_v1_2,2017-02-27 06:00:00,119154749.0,2383095.0,25,25274137.0,21.21,144428885.0
Base_v1_2,2017-03-06 06:00:00,144428885.0,2888578.0,29,13683729.0,9.47,158112615.0
Base_v1_2,2017-03-13 06:00:00,158112615.0,3162252.0,26,36464059.0,23.06,194576674.0
Base_v1_2,2017-03-20 06:00:00,194576674.0,3891533.0,32,-19228430.0,-9.88,175348244.0
Base_v1_2,2017-03-27 06:00:00,175348244.0,3506965.0,33,18578768.0,10.6,193927011.0
Base_v1_2,2017-04-03 06:00:00,193927011.0,3878540.0,23,-25182612.0,-12.99,168744399.0
Base_v1_2,2017-04-10 06:00:00,168744399.0,3374888.0,43,-12177352.0,-7.22,156567047.0
Base_v1_2,2017-04-17 06:00:00,156567047.0,3131341.0,28,761420.0,0.49,157328467.0
Base_v1_2,2017-04-24 06:00:00,157328467.0,3146569.0,30,-23552929.0,-14.97,133775538.0
Base_v1_2,2017-05-01 06:00:00,133775538.0,2675511.0,15,4929974.0,3.69,138705511.0
Base_v1_2,2017-05-08 06:00:00,138705511.0,2774110.0,36,-7090679.0,-5.11,131614833.0
Base_v1_2,2017-05-15 06:00:00,131614833.0,2632297.0,31,5979000.0,4.54,137593833.0
Base_v1_2,2017-05-22 06:00:00,137593833.0,2751877.0,35,17862303.0,12.98,155456136.0
Base_v1_2,2017-05-29 06:00:00,155456136.0,3109123.0,20,-26663.0,-0.02,155429473.0
Base_v1_2,2017-06-05 06:00:00,155429473.0,3108589.0,26,36292795.0,23.35,191722268.0
Base_v1_2,2017-06-12 06:00:00,191722268.0,3834445.0,26,-19077998.0,-9.95,172644270.0
Base_v1_2,2017-06-19 06:00:00,172644270.0,3452885.0,30,5081921.0,2.94,177726191.0
Base_v1_2,2017-06-26 06:00:00,177726191.0,3554524.0,33,8983895.0,5.05,186710086.0
Base_v1_2,2017-07-03 06:00:00,186710086.0,3734202.0,23,10074753.0,5.4,196784839.0
Base_v1_2,2017-07-10 06:00:00,196784839.0,3935697.0,43,-767417.0,-0.39,196017421.0
Base_v1_2,2017-07-17 06:00:00,196017421.0,3920348.0,25,19479277.0,9.94,215496699.0
Base_v1_2,2017-07-24 06:00:00,215496699.0,4309934.0,28,36883133.0,17.12,252379831.0
Base_v1_2,2017-07-31 06:00:00,252379831.0,5047597.0,19,33975598.0,13.46,286355429.0
Base_v1_2,2017-08-07 06:00:00,286355429.0,5727109.0,22,33586836.0,11.73,319942266.0
Base_v1_2,2017-08-14 06:00:00,319942266.0,6398845.0,20,18364299.0,5.74,338306565.0
Base_v1_2,2017-08-21 06:00:00,338306565.0,6766131.0,23,-2013554.0,-0.6,336293011.0
Base_v1_2,2017-08-28 06:00:00,336293011.0,6725860.0,15,20698093.0,6.15,356991104.0
Base_v1_2,2017-09-04 06:00:00,356991104.0,7139822.0,25,-30869727.0,-8.65,326121377.0
Base_v1_2,2017-09-11 06:00:00,326121377.0,6522428.0,41,30415999.0,9.33,356537376.0
Base_v1_2,2017-09-18 06:00:00,356537376.0,7130748.0,21,14682257.0,4.12,371219634.0
Base_v1_2,2017-09-25 06:00:00,371219634.0,7424393.0,35,-45106178.0,-12.15,326113456.0
Base_v1_2,2017-10-02 06:00:00,326113456.0,6522269.0,17,-1563674.0,-0.48,324549781.0
Base_v1_2,2017-10-09 06:00:00,324549781.0,6490996.0,16,22491069.0,6.93,347040850.0
Base_v1_2,2017-10-16 06:00:00,347040850.0,6940817.0,21,22530085.0,6.49,369570935.0
Base_v1_2,2017-10-23 06:00:00,369570935.0,7391419.0,25,-21163422.0,-5.73,348407514.0
Base_v1_2,2017-10-30 06:00:00,348407514.0,6968150.0,10,-4314727.0,-1.24,344092787.0
Base_v1_2,2017-11-06 06:00:00,344092787.0,6881856.0,36,16907889.0,4.91,361000676.0
Base_v1_2,2017-11-13 06:00:00,361000676.0,7220014.0,35,38251796.0,10.6,399252471.0
Base_v1_2,2017-11-20 06:00:00,399252471.0,7985049.0,32,-9495074.0,-2.38,389757398.0
Base_v1_2,2017-11-27 06:00:00,389757398.0,7795148.0,29,-3831055.0,-0.98,385926343.0
Base_v1_2,2017-12-04 06:00:00,385926343.0,7718527.0,20,14237615.0,3.69,400163958.0
Base_v1_2,2017-12-11 06:00:00,400163958.0,8003279.0,30,60012267.0,15.0,460176225.0
Base_v1_2,2017-12-18 06:00:00,460176225.0,9203525.0,24,22626131.0,4.92,482802356.0
Base_v1_2,2018-01-01 06:00:00,482802356.0,9656047.0,4,-12352077.0,-2.56,470450279.0
Base_v1_2,2018-01-08 06:00:00,470450279.0,9409006.0,35,-29766534.0,-6.33,440683745.0
Base_v1_2,2018-01-15 06:00:00,440683745.0,8813675.0,27,71496424.0,16.22,512180170.0
Base_v1_2,2018-01-22 06:00:00,512180170.0,10243603.0,28,112373014.0,21.94,624553184.0
Base_v1_2,2018-01-29 06:00:00,624553184.0,12491064.0,14,11423175.0,1.83,635976360.0
Base_v1_2,2018-02-05 06:00:00,635976360.0,12719527.0,25,-7644474.0,-1.2,628331886.0
Base_v1_2,2018-02-12 06:00:00,628331886.0,12566638.0,33,82892186.0,13.19,711224072.0
Base_v1_2,2018-02-19 06:00:00,711224072.0,14224481.0,28,-24729663.0,-3.48,686494409.0
Base_v1_2,2018-02-26 06:00:00,686494409.0,13729888.0,23,1580424.0,0.23,688074833.0
Base_v1_2,2018-03-05 06:00:00,688074833.0,13761497.0,24,122636089.0,17.82,810710922.0
Base_v1_2,2018-03-12 06:00:00,810710922.0,16214218.0,41,146040770.0,18.01,956751692.0
Base_v1_2,2018-03-19 06:00:00,956751692.0,19135034.0,24,114390420.0,11.96,1071142112.0
Base_v1_2,2018-03-26 06:00:00,1071142112.0,21422842.0,34,98877700.0,9.23,1170019812.0
Base_v1_2,2018-04-02 06:00:00,1170019812.0,23400396.0,23,-175199891.0,-14.97,994819920.0
Base_v1_2,2018-04-09 06:00:00,994819920.0,19896398.0,44,60268872.0,6.06,1055088792.0
Base_v1_2,2018-04-16 06:00:00,1055088792.0,21101776.0,29,32314061.0,3.06,1087402854.0
Base_v1_2,2018-04-23 06:00:00,1087402854.0,21748057.0,30,-22531600.0,-2.07,1064871253.0
Base_v1_2,2018-04-30 06:00:00,1064871253.0,21297425.0,15,32749364.0,3.08,1097620617.0
Base_v1_2,2018-05-07 06:00:00,1097620617.0,21952412.0,36,-15745488.0,-1.43,1081875130.0
Base_v1_2,2018-05-14 06:00:00,1081875130.0,21637503.0,36,-3063489.0,-0.28,1078811641.0
Base_v1_2,2018-05-21 06:00:00,1078811641.0,21576233.0,32,89208046.0,8.27,1168019687.0
Base_v1_2,2018-05-28 06:00:00,1168019687.0,23360394.0,23,61745375.0,5.29,1229765062.0
Base_v1_2,2018-06-04 06:00:00,1229765062.0,24595301.0,26,186682797.0,15.18,1416447859.0
Base_v1_2,2018-06-11 06:00:00,1416447859.0,28328957.0,27,5346184.0,0.38,1421794043.0
Base_v1_2,2018-06-18 06:00:00,1421794043.0,28435881.0,25,42911326.0,3.02,1464705369.0
Base_v1_2,2018-06-25 06:00:00,1464705369.0,29294107.0,35,-5512375.0,-0.38,1459192993.0
Base_v1_2,2018-07-02 06:00:00,1459192993.0,29183860.0,23,-79493297.0,-5.45,1379699696.0
Base_v1_2,2018-07-09 06:00:00,1379699696.0,27593994.0,45,98119741.0,7.11,1477819438.0
Base_v1_2,2018-07-16 06:00:00,1477819438.0,29556389.0,29,129275350.0,8.75,1607094788.0
Base_v1_2,2018-07-23 06:00:00,1607094788.0,32141896.0,31,60947258.0,3.79,1668042045.0
Base_v1_2,2018-07-30 06:00:00,1668042045.0,33360841.0,12,52142930.0,3.13,1720184975.0
Base_v1_2,2018-08-06 06:00:00,1720184975.0,34403699.0,22,25026734.0,1.45,1745211709.0
Base_v1_2,2018-08-13 06:00:00,1745211709.0,34904234.0,23,-140912357.0,-8.07,1604299352.0
Base_v1_2,2018-08-20 06:00:00,1604299352.0,32085987.0,23,-33714384.0,-2.1,1570584968.0
Base_v1_2,2018-08-27 06:00:00,1570584968.0,31411699.0,21,337471048.0,21.49,1908056016.0
Base_v1_2,2018-09-03 06:00:00,1908056016.0,38161120.0,22,74086640.0,3.88,1982142656.0
Base_v1_2,2018-09-10 06:00:00,1982142656.0,39642853.0,42,506333675.0,25.54,2488476331.0
Base_v1_2,2018-09-17 06:00:00,2488476331.0,49769527.0,26,569599349.0,22.89,3058075681.0
Base_v1_2,2018-09-24 06:00:00,3058075681.0,61161514.0,28,38812298.0,1.27,3096887979.0
Base_v1_2,2018-10-01 06:00:00,3096887979.0,61937760.0,15,255334574.0,8.24,3352222553.0
Base_v1_2,2018-10-08 06:00:00,3352222553.0,67044451.0,17,-137918592.0,-4.11,3214303961.0
Base_v1_2,2018-10-15 06:00:00,3214303961.0,64286079.0,19,-33519442.0,-1.04,3180784518.0
Base_v1_2,2018-10-22 06:00:00,3180784518.0,63615690.0,25,-454903014.0,-14.3,2725881504.0
Base_v1_2,2018-10-29 06:00:00,2725881504.0,54517630.0,12,-50315470.0,-1.85,2675566034.0
Base_v1_2,2018-11-05 06:00:00,2675566034.0,53511321.0,27,144100085.0,5.39,2819666120.0
Base_v1_2,2018-11-12 06:00:00,2819666120.0,56393322.0,39,182535363.0,6.47,3002201483.0
Base_v1_2,2018-11-19 06:00:00,3002201483.0,60044030.0,31,3202462.0,0.11,3005403944.0
Base_v1_2,2018-11-26 06:00:00,3005403944.0,60108079.0,33,554872292.0,18.46,3560276236.0
Base_v1_2,2018-12-03 06:00:00,3560276236.0,71205525.0,21,231852523.0,6.51,3792128760.0
Base_v1_2,2018-12-10 06:00:00,3792128760.0,75842575.0,39,856157.0,0.02,3792984916.0
Base_v1_2,2018-12-17 06:00:00,3792984916.0,75859698.0,18,-88825711.0,-2.34,3704159205.0
Base_v1_2,2018-12-24 06:00:00,3704159205.0,74083184.0,5,-50440065.0,-1.36,3653719140.0
Base_v1_2,2019-01-07 06:00:00,3653719140.0,73074383.0,31,782896453.0,21.43,4436615592.0
Base_v1_2,2019-01-14 06:00:00,4436615592.0,88732312.0,32,-260572835.0,-5.87,4176042758.0
Base_v1_2,2019-01-21 06:00:00,4176042758.0,83520855.0,25,-71059347.0,-1.7,4104983411.0
Base_v1_2,2019-01-28 06:00:00,4104983411.0,82099668.0,16,-34891075.0,-0.85,4070092336.0
Base_v1_2,2019-02-04 06:00:00,4070092336.0,81401847.0,22,-65754928.0,-1.62,4004337408.0
Base_v1_2,2019-02-11 06:00:00,4004337408.0,80086748.0,36,772593810.0,19.29,4776931219.0
Base_v1_2,2019-02-18 06:00:00,4776931219.0,95538624.0,25,369344018.0,7.73,5146275237.0
Base_v1_2,2019-02-25 06:00:00,5146275237.0,102925505.0,27,551411335.0,10.71,5697686572.0
Base_v1_2,2019-03-04 06:00:00,5697686572.0,113953731.0,21,-297849276.0,-5.23,5399837296.0
Base_v1_2,2019-03-11 06:00:00,5399837296.0,107996746.0,41,406462200.0,7.53,5806299497.0
Base_v1_2,2019-03-18 06:00:00,5806299497.0,116125990.0,21,-8974829.0,-0.15,5797324668.0
Base_v1_2,2019-03-25 06:00:00,5797324668.0,115946493.0,35,-53988433.0,-0.93,5743336236.0
Base_v1_2,2019-04-01 06:00:00,5743336236.0,114866725.0,21,338870557.0,5.9,6082206793.0
Base_v1_2,2019-04-08 06:00:00,6082206793.0,121644136.0,38,498356757.0,8.19,6580563549.0
Base_v1_2,2019-04-15 06:00:00,6580563549.0,131611271.0,31,216619895.0,3.29,6797183444.0
Base_v1_2,2019-04-22 06:00:00,6797183444.0,135943669.0,28,-376804177.0,-5.54,6420379268.0
Base_v1_2,2019-04-29 06:00:00,6420379268.0,128407585.0,12,197930394.0,3.08,6618309662.0
Base_v1_2,2019-05-06 06:00:00,6618309662.0,132366193.0,27,-95513757.0,-1.44,6522795905.0
Base_v1_2,2019-05-13 06:00:00,6522795905.0,130455918.0,41,-720758891.0,-11.05,5802037014.0
Base_v1_2,2019-05-20 06:00:00,5802037014.0,116040740.0,32,-188471209.0,-3.25,5613565805.0
Base_v1_2,2019-05-27 06:00:00,5613565805.0,112271316.0,33,134347275.0,2.39,5747913080.0
Base_v1_2,2019-06-03 06:00:00,5747913080.0,114958262.0,21,70064923.0,1.22,5817978003.0
Base_v1_2,2019-06-10 06:00:00,5817978003.0,116359560.0,42,-1256751199.0,-21.6,4561226804.0
Base_v1_2,2019-06-17 06:00:00,4561226804.0,91224536.0,20,-212329042.0,-4.66,4348897762.0
Base_v1_2,2019-06-24 06:00:00,4348897762.0,86977955.0,33,154508735.0,3.55,4503406497.0
Base_v1_2,2019-07-01 06:00:00,4503406497.0,90068130.0,21,-27863494.0,-0.62,4475543002.0
Base_v1_2,2019-07-08 06:00:00,4475543002.0,89510860.0,40,-223142447.0,-4.99,4252400556.0
Base_v1_2,2019-07-15 06:00:00,4252400556.0,85048011.0,31,-4033961.0,-0.09,4248366595.0
Base_v1_2,2019-07-22 06:00:00,4248366595.0,84967332.0,34,-175839606.0,-4.14,4072526989.0
Base_v1_2,2019-07-29 06:00:00,4072526989.0,81450540.0,12,196237518.0,4.82,4268764507.0
Base_v1_2,2019-08-05 06:00:00,4268764507.0,85375290.0,28,371690599.0,8.71,4640455105.0
Base_v1_2,2019-08-12 06:00:00,4640455105.0,92809102.0,21,-385512311.0,-8.31,4254942795.0
Base_v1_2,2019-08-19 06:00:00,4254942795.0,85098856.0,23,191690099.0,4.51,4446632893.0
Base_v1_2,2019-08-26 06:00:00,4446632893.0,88932658.0,21,318445762.0,7.16,4765078656.0
Base_v1_2,2019-09-02 06:00:00,4765078656.0,95301573.0,22,163281712.0,3.43,4928360367.0
Base_v1_2,2019-09-09 06:00:00,4928360367.0,98567207.0,44,1294956112.0,26.28,6223316479.0
Base_v1_2,2019-09-16 06:00:00,6223316479.0,124466330.0,22,-56448734.0,-0.91,6166867745.0
Base_v1_2,2019-09-23 06:00:00,6166867745.0,123337355.0,35,-446623174.0,-7.24,5720244571.0
Base_v1_2,2019-09-30 06:00:00,5720244571.0,114404891.0,16,102716106.0,1.8,5822960677.0
Base_v1_2,2019-10-07 06:00:00,5822960677.0,116459214.0,18,-45452871.0,-0.78,5777507806.0
Base_v1_2,2019-10-14 06:00:00,5777507806.0,115550156.0,20,233771549.0,4.05,6011279355.0
Base_v1_2,2019-10-21 06:00:00,6011279355.0,120225587.0,23,724387053.0,12.05,6735666408.0
Base_v1_2,2019-10-28 06:00:00,6735666408.0,134713328.0,12,540421245.0,8.02,7276087653.0
Base_v1_2,2019-11-04 06:00:00,7276087653.0,145521753.0,25,-328791064.0,-4.52,6947296589.0
Base_v1_2,2019-11-11 06:00:00,6947296589.0,138945932.0,43,688370696.0,9.91,7635667285.0
Base_v1_2,2019-11-18 06:00:00,7635667285.0,152713346.0,28,133093707.0,1.74,7768760992.0
Base_v1_2,2019-11-25 06:00:00,7768760992.0,155375220.0,35,597532812.0,7.69,8366293804.0
Base_v1_2,2019-12-02 06:00:00,8366293804.0,167325876.0,21,728304532.0,8.71,9094598337.0
Base_v1_2,2019-12-09 06:00:00,9094598337.0,181891967.0,34,151635261.0,1.67,9246233597.0
Base_v1_2,2019-12-16 06:00:00,9246233597.0,184924672.0,25,-384982931.0,-4.16,8861250666.0
Base_v1_2,2019-12-23 06:00:00,8861250666.0,177225013.0,13,-173478855.0,-1.96,8687771811.0
Base_v1_2,2020-01-06 06:00:00,8687771811.0,173755436.0,29,1393498820.0,16.04,10081270630.0
Base_v1_2,2020-01-13 06:00:00,10081270630.0,201625413.0,34,816994497.0,8.1,10898265128.0
Base_v1_2,2020-01-20 06:00:00,10898265128.0,217965303.0,26,796115013.0,7.3,11694380141.0
Base_v1_2,2020-01-27 06:00:00,11694380141.0,233887603.0,23,-247171529.0,-2.11,11447208613.0
Base_v1_2,2020-02-03 06:00:00,11447208613.0,228944172.0,20,243090427.0,2.12,11690299039.0
Base_v1_2,2020-02-10 06:00:00,11690299039.0,233805981.0,37,2103192759.0,17.99,13793491799.0
Base_v1_2,2020-02-17 06:00:00,13793491799.0,275869836.0,25,299029061.0,2.17,14092520860.0
Base_v1_2,2020-02-24 06:00:00,14092520860.0,281850417.0,30,-40253987.0,-0.29,14052266872.0
Base_v1_2,2020-03-02 06:00:00,14052266872.0,281045337.0,21,2619968744.0,18.64,16672235616.0
Base_v1_2,2020-03-09 06:00:00,16672235616.0,333444712.0,41,-1826645592.0,-10.96,14845590024.0
Base_v1_2,2020-03-16 06:00:00,14845590024.0,296911800.0,23,-481061713.0,-3.24,14364528311.0
